"project_id","sale_id","token_id","seller_id","buyer_id","payment_token","price","block_number","timestamp"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x293da7134635d0d9d4e545712a04a56415bc4b13e7935928018414ff02946772","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-100","0xcf0e9b4746cfb97bae329fe5f696969f6564566a","0xf3860788d1597cecf938424baabe976fac87dc26","0x0000000000000000000000000000000000000000","1250000000000000000","11533331","1609038637"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x2fcfe85e81ef8752ca9efb392b44eee8ea22096b6051cfc1e8ff04257c10b574","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1002","0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab","0x792b37c2244ecc0bc18ad193498f17b27efae7d9","0x0000000000000000000000000000000000000000","2880000000000000000","12698333","1624557978"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xb42a747863f9129a50b1869dd1d851542b7085d100b52ab0b5e8108051e482da","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1002","0x5737fb122238aac4b2f19e126e0aa36cefe0ecbd","0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab","0x0000000000000000000000000000000000000000","2350000000000000000","12686698","1624400160"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9c56e85b9dfbe6d2ea86cc06c0483862f2dccf1a7f63c7bc050dc2dc93508c09","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1003","0x0eb9a7ff5cbf719251989caf1599c1270eafb531","0x0b4338671b26d40e1177a8a0f64d75f253f15e05","0x0000000000000000000000000000000000000000","17750000000000000000","13085626","1629776049"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x67519a0fa26a2afef673390d454ac952789f5984aa021e48245647bcf9a664ff","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1004","0xd76040b01fa18843f8983dbb1b40d3a64b5b771a","0x649f69ccd077da03dfb11f4b1daab4b625f5e9a3","0x0000000000000000000000000000000000000000","25000000000000000000","13309677","1632770229"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xfe02500e30a5487455e36c7d7b10b51c863cab69b1b66104c4343479e42d1bfd","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1004","0x0eb9a7ff5cbf719251989caf1599c1270eafb531","0xd76040b01fa18843f8983dbb1b40d3a64b5b771a","0x0000000000000000000000000000000000000000","2700000000000000000","12775507","1625596134"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xbf2835f3f955928dd79d3252929dfc4c1ed891306f06b126f14f6a6476b6e35c","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1005","0x0eb9a7ff5cbf719251989caf1599c1270eafb531","0xcd94d3aa70986658d876ed6497636167014b1d1e","0x0000000000000000000000000000000000000000","970000000000000000","12729374","1624975510"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9b97893b8cc82bb5fbaa3ad0dde51d2dc33501b24b895086a2638cd2ff16ed19","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1006","0x51f1d95cc6651537b7c497f4d146e4e9aa92565b","0x1010595f96ab62b31bfeac411ec5f8f60db5dc23","0x0000000000000000000000000000000000000000","120000000000000000","11884796","1613704087"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x20dbbd714c4984ecb8698ac2148e7b454463de4d8c2e391d908f3092fc77847a","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1007","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0xb53349160e38739b37e4bbfcf950ed26e26fcb41","0x0000000000000000000000000000000000000000","680000000000000000","12654536","1623967498"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9eebce31b2753991c269d4c30ee39b63eca1968f3ee772d795560d5e4ac40320","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1007","0x52c2d084e523463f9e287f9b6aa85764cfd88f18","0x979a0cda82167619e5b694469fd346fd0305b9ef","0x0000000000000000000000000000000000000000","270000000000000000","11884828","1613704535"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xa09c1be99774e5a56a2509b5442839eb2bebdb7dd63c86f65acf7ba05063a692","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1007","0xfc2a616d48a8681250aaaf590404e20812e96cfa","0x4202c5aa18c934b96bc4aedb3da4593c44076618","0x0000000000000000000000000000000000000000","1000000000000000000","12219424","1618154642"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xed8ef49612eff03a153791fe265238e0e6d56a213ff0c5a55deb2e497986bc7b","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1007","0x4202c5aa18c934b96bc4aedb3da4593c44076618","0x918453d249a22b6a8535c81e21f7530cd6ab59f1","0x0000000000000000000000000000000000000000","650000000000000000","12304712","1619290895"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x32e78fba13fcef72e6f95d7dc4e5591443b9afb2d2e38d02dc50ba5d655e5764","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1008","0x66e5761a2103d7d3537d6ac45570a0a9831c7f7a","0x3c229864378b3b0adf98ae247ca33986aed8ec1e","0x0000000000000000000000000000000000000000","3680000000000000000","12816281","1626144915"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x19bcab38cc4e54ba2e05e2cd11643cb3bfcd40fd5e107df4304eac5ef5bc1d75","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1009","0x66e5761a2103d7d3537d6ac45570a0a9831c7f7a","0x912b37e4ad159882f60de59b27882c5daf3d7e5b","0x0000000000000000000000000000000000000000","4990000000000000000","12832209","1626361449"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x05b13ca2b4cdf12dbfb1f73c018204dc2a6fe694205886e5a1f0675025a5bf3d","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-10","0xc7391970d642faf65fabac8f63b0d41c4481d787","0x7fbc25eedfd1d7f9ce1ec1db951d22f0a8b0691a","0x0000000000000000000000000000000000000000","0","12745590","1625194027"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x8c256f9f0acbec209c30a78d9b5d603c458d8ec8650bd8f231e53f3208948072","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-10","0x02ecd3f1ffc8392d801dcdf8b7624555b4bbadfb","0x632e92b6cf722c57bf7c03ef4944e0f3e909cb4b","0x0000000000000000000000000000000000000000","32000000000000000000","13025001","1628967300"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xdd4457b766032a18579cdfebe60107e961b3512203d691441fb4dfd934d9e4dc","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-10","0x7fbc25eedfd1d7f9ce1ec1db951d22f0a8b0691a","0x02ecd3f1ffc8392d801dcdf8b7624555b4bbadfb","0x0000000000000000000000000000000000000000","0","12944292","1627884439"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x616029aa49c7579f06800032d75d7cc6ed16e95e6bb0d92c70691f39b559309e","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1010","0x10f546a6f4d20d91e5a8506124384759c9f4bc79","0xc5d7be4a4e5957baa078201f41d9fd5f21b91b1b","0x0000000000000000000000000000000000000000","990000000000000000","12729404","1624975902"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x6f8c15e3a9a0c5394d2115a114e864581c0d7b5f1ee597bf02cd7854bce79e4e","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1010","0xc5d7be4a4e5957baa078201f41d9fd5f21b91b1b","0x5b63be7e7f772ea4a048f402ccd31632f27998c3","0x0000000000000000000000000000000000000000","3900000000000000000","12835217","1626401775"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x8f7fb6b626c5c56dbf18bcaa940d77ee4caf4de7113ba21a0bec523b89923fee","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1011","0x10f546a6f4d20d91e5a8506124384759c9f4bc79","0xb53349160e38739b37e4bbfcf950ed26e26fcb41","0x0000000000000000000000000000000000000000","745000000000000000","12720161","1624851705"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x3b633b43f4f2082d0e8fed97052b638d0a117a088e5b8f87df1e7e155cebcfa0","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1014","0x8c9897c494deaa0e0b642f33770072ef5bcbf73d","0x01a45f7fbf7453092e49b6db137568f9cfab8ead","0x0000000000000000000000000000000000000000","90000000000000000","11838599","1613089979"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xa0750372e079e3643bd4838d15be5ae3fa431fd3b71718aed2e572bfcbdbfe72","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1014","0x72d1f0efe269b91f5f9fd8a352c47f8c8ef36b9a","0x2cd3abaddbfc2a487a0c471056f31663f60087de","0x0000000000000000000000000000000000000000","1400000000000000000","12776230","1625605543"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xc60951d41b84f5ca1e3987abc5187bb2d1078d9417c66e0a418ad7a99e9ca4f2","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1015","0x9982d5f413858d4c810e949ce5e1b09ba1ef6907","0xb53349160e38739b37e4bbfcf950ed26e26fcb41","0x0000000000000000000000000000000000000000","666000000000000000","12688912","1624430824"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xef0a1329f09818e10cd5585c10ef61fb005e845c3282a794260f026124431f8c","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1015","0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46","0x3a0fb26706e31b1dcc64d80658c5490987eaf492","0x0000000000000000000000000000000000000000","666000000000000000","12217996","1618135712"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x07794d6b58c9d15fea373d87c0e5e2dd773934c5173afc74dd6d7ae29c26ce02","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0xc22df065a81f6e0107e214991b9d7fb179d401b3","0x9047160b5e47e9290caa12886730c73cbb136884","0x0000000000000000000000000000000000000000","690000000000000000","12218535","1618143017"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x541bf763eb5583f934381b09ecf1da0d9f432961f202cf7a6c9cf49f71a53d9b","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0x8f5526328eafb07474712a361259386b0231813b","0xacd551d75383dd81d61892dbc0eb67c165da64a4","0x0000000000000000000000000000000000000000","7900000000000000000","13002486","1628666146"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x7be957213a4ebbc91b00a0e0d8a55ca5b7f6ff50b8717c3037b463b22f03f44d","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0xec9c4cb1d338f9340d24e77646878e626c35a497","0x6887444a5b74b746f56ae08952f4e1b404ff7ca5","0x0000000000000000000000000000000000000000","8100000000000000000","13041650","1629188992"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x958b432ae197ff453f27fed4192a83c55ce0c184e7d432941eeccc341d41b3a6","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0x9047160b5e47e9290caa12886730c73cbb136884","0xb53349160e38739b37e4bbfcf950ed26e26fcb41","0x0000000000000000000000000000000000000000","500000000000000000","12685738","1624388205"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x97cf69ec43ef11f0e427b4d70185dec91ac92673bde6f71d5d16c38b16013e4e","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0x62bdc64a14405e797f86796ea3c2476209ee0bf9","0x35141125b6bcdda1d72fed2ded1dee9ee48b56e4","0x0000000000000000000000000000000000000000","12970000000000000000","13089190","1629823254"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x9a365bb7552ca348bdec2117841a402810dc042986d27c060746a66b7a68aad8","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1016","0xb53349160e38739b37e4bbfcf950ed26e26fcb41","0x8f5526328eafb07474712a361259386b0231813b","0x0000000000000000000000000000000000000000","3987600000000000000","12991465","1628519091"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0x282d6ca23e74194eaaf5e832e2ea938238aabab3f38b2786b0ebce10af7636ea","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1017","0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46","0x7db7f636eb50ab2734b587a4eb0ee3e8e75d5254","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","750000000000000000","11922575","1614206441"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xe8bc7f0616ca508b1900d5074fedb298aecf7bbbe4146a4e1431233e80ef08ff","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1017","0x7db7f636eb50ab2734b587a4eb0ee3e8e75d5254","0x1ff816ee19b8f63a3ef13a8dd4b5163b7bd10467","0x0000000000000000000000000000000000000000","990000000000000000","11956751","1614660865"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xbbbddccfeae4c81a47ab51568f029e4fdbcfd8e9c45a98395b7853bf6e20261c","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1019","0xc22df065a81f6e0107e214991b9d7fb179d401b3","0x80c939f8a66c59b37330f93f1002541fd4e51aa2","0x0000000000000000000000000000000000000000","2500000000000000000","12686323","1624395399"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xa3fbff36f0e8d6288e6120f74d308469bfc253960da5f1cf234c2ceeec2595bd","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1022","0x46e0dcceb5357f1c59a9de1b29173f85ddb8198f","0x3bf1f5b6d1d3a261e40d493e9885bdfb83321f76","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","12000000000000000000","13089350","1629824971"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xbf0bb5703449b0b176270d0f39bca6f91a4b9f3c4c4d04463b54bb139e51f615","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1022","0x3bf1f5b6d1d3a261e40d493e9885bdfb83321f76","0x5fe30b7c0ed489493a42a8bc43b8a73ca72f6735","0x0000000000000000000000000000000000000000","16880000000000000000","13133247","1630412471"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xf9702fedd99791ff29ca933a60ec5a8db298d0514ba56cccfebf159e290ab563","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1023","0x67265c94bdba5f990b19597a3838c11ce55f9a33","0x4fe0e02c2076c8dba67ec49ffe03d6996d545032","0x0000000000000000000000000000000000000000","1660000000000000000","12813770","1626110438"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xd1499c0242f9f71f525fd3573a6ac20c5754e90590086b867019a27aa7168568","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1024","0x8dbbca57ea56290efa14d835bbfd34faf1d89753","0xcf6165e56c3383978f6eaaf58b314af41569c0f0","0x0000000000000000000000000000000000000000","2500000000000000000","11884636","1613701899"
"0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-0","0xed4977a577315b1f26af43a05ab99593056a26649e7a5735d563a04ca7872e32","0x059edd72cd353df5106d2b9cc5ab83a52287ac3a-1025","0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99","0x784b0788f00b7085b2e66aba316a271c3d10a347","0x0000000000000000000000000000000000000000","750000000000000000","11922097","1614200142"
