bookId,userId,rating,timestamp
0001713353,A1C6M8LCIX4M6M,5.0,1123804800
0001713353,A1REUF3A1YCPHM,5.0,1112140800
0001713353,A1YRBRK2XM5D5,5.0,1081036800
0001713353,A1V8ZR5P78P4ZU,5.0,1077321600
0001713353,A2ZB06582NXCIV,5.0,1475452800
0001713353,ACPQVNRD3Z09X,5.0,1469750400
0001713353,AVP0HXC9FG790,5.0,1466380800
0001713353,A32MQTLQQN44WW,5.0,1461456000
0001713353,A13CHIJPFCEP2M,5.0,1455408000
0001713353,A324TTUBKTN73A,5.0,1453593600
0001713353,ADLBKEDYXKXCH,5.0,1447286400
0001713353,A3MVI1KIZQA9XB,5.0,1437436800
0001713353,A2RE7WG349NV5D,5.0,1436400000
0001713353,A2GSWEYW6Y4OIY,4.0,1435017600
0001713353,AX8YZYILXC7LT,5.0,1432166400
0001713353,ABZ2UEQ2JRYJ9,5.0,1423440000
0001713353,A32B7QIUDQCD0E,5.0,1421539200
0001713353,A25PQPZXU63223,5.0,1411344000
0001713353,AUZXLPH8BN28C,5.0,1410566400
0001713353,A2VXMOSOTK0W70,5.0,1404259200
0001713353,A232U4KSNYAO2R,5.0,1403222400
0001713353,A1RDVO9NPKWISU,5.0,1398038400
0001713353,AHHHGMN33KF95,5.0,1392336000
0001713353,A3H9YD6K9TVKDP,5.0,1383436800
0001713353,A3M314LI9OYME,5.0,1381190400
0001713353,A1YDQQJDRHM0FJ,5.0,1357948800
0001713353,A1IL1A91CHGU53,5.0,1357516800
0001713353,AHXMDCU0N15TN,5.0,1357084800
0001713353,A2M46WTE5TR5WN,5.0,1356566400
0001713353,ATHTCOG6BB6WK,5.0,1313366400
0001713353,A3N7UC72L8TP0Z,5.0,1311724800
0001713353,A255PQDLPOCUXP,5.0,1302480000
0001713353,A3NHMUQN8HAVAW,5.0,1296345600
0001713353,A30FZZMVK0N6CA,5.0,1258329600
0001713353,A16KKR9J6JZELK,5.0,1230336000
0001713353,AJZL08SGSYBDD,4.0,1227657600
0001713353,A3MA68F62DFNVU,5.0,1227484800
0001713353,A1VU0P0OF9DRMT,5.0,1221091200
0001713353,A294QSAEH1Z7YI,3.0,1158537600
0001713353,AC4I57VYBGO8P,5.0,1157932800
0001713353,AKHVEPR68DGPN,4.0,1150070400
0001713353,A189H5MS7ECVRX,5.0,1139184000
0001713353,A1RR8Q97PANN98,5.0,1133740800
0001713353,A1SDAYRVRR62ZH,5.0,1127260800
0001061240,A1IG9N5URR82EB,5.0,1258934400
0001061240,A3M1GRH7DAKG9H,4.0,1250467200
0001061240,A1H3A4VJG11WCT,5.0,1051747200
0001061240,A2PXHROL8DBVGR,5.0,947116800
0001061240,A3UOJT5NCIOS1U,5.0,885686400
0001061240,A2CVLIZ9ELU88,5.0,1475712000
0001061240,A2HI7JIZ1EKWRQ,5.0,1475452800
0001061240,A2LGACKSC0MALY,5.0,1473984000
0001061240,A6EQG0P75KHJ,5.0,1452124800
0001061240,A2RL015TSMQLRV,5.0,1448236800
0001061240,A3LQW5GZSXDXAG,5.0,1448064000
0001061240,A3O9Q65T1EJYO8,5.0,1444435200
0001061240,A1TJ6TAESKL56O,5.0,1444003200
0001061240,A364VBQMMXKX1Q,5.0,1437955200
0001061240,A3ZG0U3FOF3T1,2.0,1425168000
0001061240,A3BE4WPPAOK191,5.0,1420502400
0001061240,A199XJR9ZO0EQ8,5.0,1418688000
0001061240,AZT95BSNACPRR,5.0,1406505600
